,text,claim,emotion
347,"Finally, we looked at a recent article from the scientific journal entitled Coral Reefs written by ten scientists from French Polynesia, France, Florida, and California. Apparently, doing work on the reefs of Moorea (an island in French Polynesia) attracts a crowd? Adjeroud et al. studied the Tiahura Outer Reef Sector (TORS) in Moorea from 1991-2006 (sign us up for this duty) and they noted that Coral assemblages in Moorea, French Polynesia, have been impacted by multiple disturbances (one cyclone and four bleaching events between 1991 and 2006). Their conclusions include the statement In addition, our results reveal that corals can recover rapidly following a dramatic decline. Such decadal-scale recovery of coral cover has been documented at some locations, but our results are novel in demonstrating rapid recovery against a backdrop of ongoing, high frequency, and large-scale disturbances.",3_2,neutral
348,"CO2 is not a pollutant. When the Dinosaurs roamed, the CO2 content was 6 to 9 times current and the planet was green from pole to pole; almost no deserts. If we doubled the atmospheric content of CO2, young pine trees would grow at twice the rate and nearly every crop yield would go up 30 to 40%. We, the animals and all land plant life would be healthier if CO2 content were to increase.",3_3,realization
350,"Truth n1 The Mean Global Temperature has been stable since 1 997, despite a continuous increase of the CO 2 content of the air: how could one say that the increase of the CO 2 content of the air is the cause of the increase of the temperature?",1_4,realization
351,"Part 2 tomorrow, Why the world will not agree to pricing carbon ,evaluatesthe output from the most widely cited and accepted climate economics model and shows that at realistically likely participation rates, carbon pricing would be economically damaging for all this century.Costs would exceed benefits for all this century and probably forever. Negotiators recognize these facts so they will not sign up .An alternative approach is suggested that may be worth more consideration than it has received to date.",4_1,realization
355,"Can any of the areas of the science now be considered settled as a result of AR5s publication, if so which? Unfortunately very few things are settled in the global warming debate. There is only one solid fact: the greenhouse gas concentrations are rising and humans are causing this increase. A second fact is that the climate is warmer than a century ago. How much warmer exactly is still a matter of debate. And how much of the warming is attributable to humans is also far from settled.",5_1,curiosity
362,"The programme focuses in on the two Oklahoma tornadoes of May 2013, as an example. They fail to point out though, only one was of the strongest category, an EF-5, of which 59 have occurred since 1953.",1_7,neutral
365,2. Are the 80 temperature proxies used in the paper sufficiently accurate to establish a solid global temperature chronology?,5_1,curiosity
368,"The NOAA HAS made adjustments to US temperature data over the last few years that has increased the apparent warming trend. These changes in adjustments have not been well-explained. In fact, they have not really be explained at all, and have only been detected by skeptics who happened to archive old NOAA charts and created comparisons like the one below. Here is the before and after animation (pre-2000 NOAA US temperature history vs. post-2000). History has been cooled and modern temperatures have been warmed from where they were being shown previously by the NOAA. This does not mean the current version is wrong, but since the entire US warming signal was effectively created by these changes, it is not unreasonable to act for a detailed reconciliation (particularly when those folks preparing the chart all believe that temperatures are going up, so would be predisposed to treating a flat temperature chart like the earlier version as wrong and in need of correction.",5_1,realization
372,"Thus, three of the four variations contributing to the composite in the medieval period are dominated by NH proxies. Bristlecones, contaminated sediments and Luterbacher??s European instrumental-using network all contribute in varying degrees to three of the four variations, proving my point.",5_1,neutral
374,"None of the IPCC models skillfully predicted the major weather pattern variations (and their observed variations in frequency over time) for the 20 th century. The 1930s and 1950s droughts in the United States , for example, have not been accurately simulated by the IPPC models. The one climate metric that they focus on (the global average surface temperature trend) has been reasonably simulated primarily because they can determine what level of aerosols in the atmosphere over the past decades is required to explain the observed variations of warming and cooling during this time period.",5_1,neutral
